sign_a,sign_b,position,ngram_len,class_a,class_b,vowel_a,vowel_b,count_a,count_b,sub_type,inference,confidence,frame
AB 36,AB 06,0,3,velar/palatal,dental/coronal,o,a,1,1,morphological,prefix/suffix substitution: AB 36(jo) ↔ AB 06(na),0.0,[AB 36|AB 06]-AB 52-AB 08
AB 52,AB 24,1,3,?,dental/coronal,?,e,1,1,unknown,unclassified: AB 52(?) ↔ AB 24(ne),0.0,AB 36-[AB 52|AB 24]-AB 08
AB 08,AB 12,2,3,vowel,dental/coronal,a,o,1,1,morphological,prefix/suffix substitution: AB 08(a) ↔ AB 12(so),0.0,AB 36-AB 52-[AB 08|AB 12]
AB 52,AB 86,1,3,?,?,?,o,1,1,unknown,unclassified: AB 52(?) ↔ AB 86(lo),0.0,AB 36-[AB 52|AB 86]-AB 08
AB 36,AB 56,0,3,velar/palatal,?,o,?,1,1,morphological,prefix/suffix substitution: AB 36(jo) ↔ AB 56(?),0.0,[AB 36|AB 56]-AB 52-AB 08
AB 08,A 352,2,3,vowel,?,a,?,1,1,morphological,prefix/suffix substitution: AB 08(a) ↔ A 352(?),0.0,AB 36-AB 52-[AB 08|A 352]
AB 23,VASE 5,2,3,dental/coronal,?,u,?,1,1,morphological,prefix/suffix substitution: AB 23(mu) ↔ VASE 5(?),0.0,AB 52-AB 08-[AB 23|VASE 5]
AB 23,AB 57,2,3,dental/coronal,velar/palatal,u,a,1,1,morphological,prefix/suffix substitution: AB 23(mu) ↔ AB 57(ja),0.0,AB 52-AB 08-[AB 23|AB 57]
AB 08,AB 57,1,3,vowel,velar/palatal,a,a,1,1,unknown,unclassified: AB 08(a) ↔ AB 57(ja),0.0,AB 52-[AB 08|AB 57]-AB 23
AB 23,AB 65,2,3,dental/coronal,velar/palatal,u,u,1,1,morphological,prefix/suffix substitution: AB 23(mu) ↔ AB 65(ju),0.0,AB 52-AB 08-[AB 23|AB 65]
AB 23,AB 06,2,3,dental/coronal,dental/coronal,u,a,1,1,unknown,unclassified: AB 23(mu) ↔ AB 06(na),0.0,AB 52-AB 08-[AB 23|AB 06]
AB 23,AB 46,2,3,dental/coronal,?,u,?,1,1,morphological,prefix/suffix substitution: AB 23(mu) ↔ AB 46(?),0.0,AB 52-AB 08-[AB 23|AB 46]
AB 23,AB 51,2,3,dental/coronal,dental/coronal,u,u,1,1,unknown,unclassified: AB 23(mu) ↔ AB 51(du),0.0,AB 52-AB 08-[AB 23|AB 51]
AB 23,AB 50,2,3,dental/coronal,dental/coronal,u,u,1,1,unknown,unclassified: AB 23(mu) ↔ AB 50(pu),0.0,AB 52-AB 08-[AB 23|AB 50]
A 321,A 353,2,3,?,?,?,?,1,1,morphological,prefix/suffix substitution: A 321(?) ↔ A 353(?),0.0,AB 08-AB 23-[A 321|A 353]
A 321,AB 105,0,3,?,?,?,?,1,1,morphological,prefix/suffix substitution: A 321(?) ↔ AB 105(?),0.0,[A 321|AB 105]-AB 98-AB 66
AB 98,AB 02,0,3,velar/palatal,dental/coronal,e,o,1,1,morphological,prefix/suffix substitution: AB 98(ke) ↔ AB 02(ro),0.0,[AB 98|AB 02]-AB 66-AB 48
AB 98,AB 54,0,3,velar/palatal,labial,e,a,1,1,morphological,prefix/suffix substitution: AB 98(ke) ↔ AB 54(wa),0.0,[AB 98|AB 54]-AB 66-AB 48
AB 98,A 347,0,3,velar/palatal,?,e,?,1,1,morphological,prefix/suffix substitution: AB 98(ke) ↔ A 347(?),0.0,[AB 98|A 347]-AB 66-AB 48
AB 98,AB 23,0,3,velar/palatal,dental/coronal,e,u,1,1,morphological,prefix/suffix substitution: AB 98(ke) ↔ AB 23(mu),0.0,[AB 98|AB 23]-AB 66-AB 48
AB 98,AB 49,0,3,velar/palatal,?,e,?,1,1,morphological,prefix/suffix substitution: AB 98(ke) ↔ AB 49(?),0.0,[AB 98|AB 49]-AB 66-AB 48
AB 98,AB 38,0,3,velar/palatal,vowel,e,e,1,1,morphological,prefix/suffix substitution: AB 98(ke) ↔ AB 38(e),0.0,[AB 98|AB 38]-AB 66-AB 48
AB 98,AB 44,0,3,velar/palatal,velar/palatal,e,e,1,1,unknown,unclassified: AB 98(ke) ↔ AB 44(ke),0.0,[AB 98|AB 44]-AB 66-AB 48
AB 98,AB 22f,0,3,velar/palatal,?,e,?,1,1,morphological,prefix/suffix substitution: AB 98(ke) ↔ AB 22f(?),0.0,[AB 98|AB 22f]-AB 66-AB 48
AB 98,AB 26,0,3,velar/palatal,dental/coronal,e,u,1,1,morphological,prefix/suffix substitution: AB 98(ke) ↔ AB 26(ru),0.0,[AB 98|AB 26]-AB 66-AB 48
AB 50,AB 54,2,3,dental/coronal,labial,u,a,1,1,morphological,prefix/suffix substitution: AB 50(pu) ↔ AB 54(wa),0.0,AB 47-AB 57-[AB 50|AB 54]
AB 47,AB 06,0,3,dental/coronal,dental/coronal,u,a,1,1,unknown,unclassified: AB 47(nu) ↔ AB 06(na),0.0,[AB 47|AB 06]-AB 57-AB 50
AB 47,AB 59,0,3,dental/coronal,?,u,?,1,1,morphological,prefix/suffix substitution: AB 47(nu) ↔ AB 59(?),0.0,[AB 47|AB 59]-AB 57-AB 50
AB 57,AB 32,0,3,velar/palatal,vowel,a,i,1,1,morphological,prefix/suffix substitution: AB 57(ja) ↔ AB 32(i),0.0,[AB 57|AB 32]-AB 50-AB 28
AB 28,AB 29,2,3,vowel,dental/coronal,i,u,1,1,morphological,prefix/suffix substitution: AB 28(i) ↔ AB 29(pu),0.0,AB 57-AB 50-[AB 28|AB 29]
AB 28,AB 65,2,3,vowel,velar/palatal,i,u,1,1,morphological,prefix/suffix substitution: AB 28(i) ↔ AB 65(ju),0.0,AB 57-AB 50-[AB 28|AB 65]
AB 56,AB 64,2,3,?,?,?,?,1,1,morphological,prefix/suffix substitution: AB 56(?) ↔ AB 64(?),0.0,AB 50-AB 28-[AB 56|AB 64]
AB 28,AB 07,0,3,vowel,dental/coronal,i,i,1,1,morphological,prefix/suffix substitution: AB 28(i) ↔ AB 07(di),0.0,[AB 28|AB 07]-AB 56-AB 57
AB 56,AB 24,1,3,?,dental/coronal,?,e,1,1,unknown,unclassified: AB 56(?) ↔ AB 24(ne),0.0,AB 28-[AB 56|AB 24]-AB 57
AB 57,AB 06,1,3,velar/palatal,dental/coronal,a,a,1,1,unknown,unclassified: AB 57(ja) ↔ AB 06(na),0.0,AB 56-[AB 57|AB 06]-AB 56
AB 56,AB 49,2,3,?,?,?,?,1,1,morphological,prefix/suffix substitution: AB 56(?) ↔ AB 49(?),0.0,AB 56-AB 57-[AB 56|AB 49]
AB 57,AB 36,1,3,velar/palatal,velar/palatal,a,o,1,1,phonetic,"same class (velar/palatal), different vowel: AB 57(ja) ↔ AB 36(jo)",0.5,AB 56-[AB 57|AB 36]-AB 56
AB 66,AB 03,0,3,?,labial,?,a,1,1,morphological,prefix/suffix substitution: AB 66(?) ↔ AB 03(pa),0.0,[AB 66|AB 03]-AB 26-AB 56
AB 26,AB 32,1,3,dental/coronal,vowel,u,i,1,1,unknown,unclassified: AB 26(ru) ↔ AB 32(i),0.0,AB 66-[AB 26|AB 32]-AB 56
AB 56,AB 13,2,3,?,labial,?,e,1,1,morphological,prefix/suffix substitution: AB 56(?) ↔ AB 13(me),0.0,AB 66-AB 26-[AB 56|AB 13]
AB 66,AB 63,0,3,?,velar/palatal,?,e,1,1,morphological,prefix/suffix substitution: AB 66(?) ↔ AB 63(ke),0.0,[AB 66|AB 63]-AB 26-AB 56
AB 51,AB 30,2,3,dental/coronal,dental/coronal,u,i,1,1,unknown,unclassified: AB 51(du) ↔ AB 30(ni),0.0,AB 26-AB 56-[AB 51|AB 30]
AB 56,AB 06,1,3,?,dental/coronal,?,a,1,1,unknown,unclassified: AB 56(?) ↔ AB 06(na),0.0,AB 26-[AB 56|AB 06]-AB 51
AB 56,AB 37,1,3,?,?,?,?,1,1,unknown,unclassified: AB 56(?) ↔ AB 37(?),0.0,AB 26-[AB 56|AB 37]-AB 51
AB 26,AB 85,0,3,dental/coronal,?,u,?,1,1,morphological,prefix/suffix substitution: AB 26(ru) ↔ AB 85(?),0.0,[AB 26|AB 85]-AB 56-AB 51
AB 51,AB 23,2,3,dental/coronal,dental/coronal,u,u,1,1,unknown,unclassified: AB 51(du) ↔ AB 23(mu),0.0,AB 26-AB 56-[AB 51|AB 23]
AB 62,AB 26,2,3,?,dental/coronal,?,u,1,1,morphological,prefix/suffix substitution: AB 62(?) ↔ AB 26(ru),0.0,AB 56-AB 51-[AB 62|AB 26]
AB 51,AB 36,1,3,dental/coronal,velar/palatal,u,o,1,1,unknown,unclassified: AB 51(du) ↔ AB 36(jo),0.0,AB 56-[AB 51|AB 36]-AB 62
AB 56,AB 54,0,3,?,labial,?,a,1,1,morphological,prefix/suffix substitution: AB 56(?) ↔ AB 54(wa),0.0,[AB 56|AB 54]-AB 51-AB 62
AB 62,AB 29,2,3,?,dental/coronal,?,u,1,1,morphological,prefix/suffix substitution: AB 62(?) ↔ AB 29(pu),0.0,AB 56-AB 51-[AB 62|AB 29]
MET A,AB 62,2,3,?,?,?,?,1,1,morphological,prefix/suffix substitution: MET A(?) ↔ AB 62(?),0.0,AB 73-VASE 4-[MET A|AB 62]
MET A,AB 107,1,3,?,?,?,?,1,1,unknown,unclassified: MET A(?) ↔ AB 107(?),0.0,VASE 4-[MET A|AB 107]-VASE 4
MET A,AB 87,1,3,?,?,?,?,1,1,unknown,unclassified: MET A(?) ↔ AB 87(?),0.0,VASE 4-[MET A|AB 87]-VASE 4
MET A,AB 36,1,3,?,velar/palatal,?,o,1,1,unknown,unclassified: MET A(?) ↔ AB 36(jo),0.0,VASE 4-[MET A|AB 36]-VASE 4
MET A,VASE 4,1,3,?,?,?,?,1,1,unknown,unclassified: MET A(?) ↔ VASE 4(?),0.0,VASE 4-[MET A|VASE 4]-VASE 4
VASE 4,AB 109,0,3,?,?,?,?,1,1,morphological,prefix/suffix substitution: VASE 4(?) ↔ AB 109(?),0.0,[VASE 4|AB 109]-MET A-VASE 4
MET E,A 728,2,3,?,?,?,?,1,1,morphological,prefix/suffix substitution: MET E(?) ↔ A 728(?),0.0,MET A-VASE 4-[MET E|A 728]
VASE 4,A 728,0,3,?,?,?,?,1,1,morphological,prefix/suffix substitution: VASE 4(?) ↔ A 728(?),0.0,[VASE 4|A 728]-MET E-VASE 7
NUM 1,AB 30,2,3,?,dental/coronal,?,i,1,1,morphological,prefix/suffix substitution: NUM 1(?) ↔ AB 30(ni),0.0,MET E-VASE 7-[NUM 1|AB 30]
NUM 1,AB 88,1,3,?,?,?,o,1,1,unknown,unclassified: NUM 1(?) ↔ AB 88(lo),0.0,VASE 7-[NUM 1|AB 88]-VASE 7
NUM 1,A 728,1,3,?,?,?,?,1,1,unknown,unclassified: NUM 1(?) ↔ A 728(?),0.0,VASE 7-[NUM 1|A 728]-VASE 7
NUM 1,AB 73,1,3,?,?,?,?,1,1,unknown,unclassified: NUM 1(?) ↔ AB 73(?),0.0,VASE 7-[NUM 1|AB 73]-VASE 7
NUM 1,A 381,1,3,?,?,?,?,1,1,unknown,unclassified: NUM 1(?) ↔ A 381(?),0.0,VASE 7-[NUM 1|A 381]-VASE 7
NUM 1,A 706,0,3,?,?,?,?,1,1,morphological,prefix/suffix substitution: NUM 1(?) ↔ A 706(?),0.0,[NUM 1|A 706]-VASE 7-AB 88
NUM 1,AB 86,0,3,?,?,?,o,1,1,morphological,prefix/suffix substitution: NUM 1(?) ↔ AB 86(lo),0.0,[NUM 1|AB 86]-VASE 7-AB 88
NUM 1,AB 73,0,3,?,?,?,?,1,1,morphological,prefix/suffix substitution: NUM 1(?) ↔ AB 73(?),0.0,[NUM 1|AB 73]-VASE 7-AB 88
VASE 7,AB 29,2,3,?,dental/coronal,?,u,1,1,morphological,prefix/suffix substitution: VASE 7(?) ↔ AB 29(pu),0.0,VASE 7-AB 88-[VASE 7|AB 29]
VASE 7,A 568,2,3,?,?,?,?,1,1,morphological,prefix/suffix substitution: VASE 7(?) ↔ A 568(?),0.0,VASE 7-AB 88-[VASE 7|A 568]
AB 88,A 728,1,3,?,?,o,?,1,1,unknown,unclassified: AB 88(lo) ↔ A 728(?),0.0,VASE 7-[AB 88|A 728]-VASE 7
AB 88,AB 73,1,3,?,?,o,?,1,1,unknown,unclassified: AB 88(lo) ↔ AB 73(?),0.0,VASE 7-[AB 88|AB 73]-VASE 7
VASE 7,VASE 4,2,3,?,?,?,?,1,1,morphological,prefix/suffix substitution: VASE 7(?) ↔ VASE 4(?),0.0,VASE 7-AB 88-[VASE 7|VASE 4]
AB 88,A 381,1,3,?,?,o,?,1,1,unknown,unclassified: AB 88(lo) ↔ A 381(?),0.0,VASE 7-[AB 88|A 381]-VASE 7
VASE 7,MET A,1,3,?,?,?,?,1,1,unknown,unclassified: VASE 7(?) ↔ MET A(?),0.0,AB 88-[VASE 7|MET A]-AB 75
AB 88,A 729,0,3,?,?,o,?,1,1,morphological,prefix/suffix substitution: AB 88(lo) ↔ A 729(?),0.0,[AB 88|A 729]-VASE 7-AB 75
A 711,AB 08,2,3,?,vowel,?,a,1,1,morphological,prefix/suffix substitution: A 711(?) ↔ AB 08(a),0.0,VASE 7-AB 75-[A 711|AB 08]
A 711,AB 06,0,3,?,dental/coronal,?,a,1,1,morphological,prefix/suffix substitution: A 711(?) ↔ AB 06(na),0.0,[A 711|AB 06]-VASE 4-VASE 5
A 711,AB 107,0,3,?,?,?,?,1,1,morphological,prefix/suffix substitution: A 711(?) ↔ AB 107(?),0.0,[A 711|AB 107]-VASE 4-VASE 5
AB 65,AB 13,2,3,velar/palatal,labial,u,e,1,1,morphological,prefix/suffix substitution: AB 65(ju) ↔ AB 13(me),0.0,AB 29-AB 04-[AB 65|AB 13]
AB 65,AB 37,2,3,velar/palatal,?,u,?,1,1,morphological,prefix/suffix substitution: AB 65(ju) ↔ AB 37(?),0.0,AB 29-AB 04-[AB 65|AB 37]
AB 04,AB 59,1,3,dental/coronal,?,e,?,1,1,unknown,unclassified: AB 04(te) ↔ AB 59(?),0.0,AB 29-[AB 04|AB 59]-AB 65
AB 04,VASE 7,1,3,dental/coronal,?,e,?,1,1,unknown,unclassified: AB 04(te) ↔ VASE 7(?),0.0,AB 29-[AB 04|VASE 7]-AB 65
AB 65,AB 06,2,3,velar/palatal,dental/coronal,u,a,1,1,morphological,prefix/suffix substitution: AB 65(ju) ↔ AB 06(na),0.0,AB 29-AB 04-[AB 65|AB 06]
AB 29,AB 26,0,3,dental/coronal,dental/coronal,u,u,1,1,unknown,unclassified: AB 29(pu) ↔ AB 26(ru),0.0,[AB 29|AB 26]-AB 04-AB 65
AB 09,AB 04,2,3,dental/coronal,dental/coronal,e,e,1,1,unknown,unclassified: AB 09(se) ↔ AB 04(te),0.0,AB 04-AB 65-[AB 09|AB 04]
AB 65,AB 37,1,3,velar/palatal,?,u,?,1,1,unknown,unclassified: AB 65(ju) ↔ AB 37(?),0.0,AB 04-[AB 65|AB 37]-AB 09
AB 04,AB 37,0,3,dental/coronal,?,e,?,1,1,morphological,prefix/suffix substitution: AB 04(te) ↔ AB 37(?),0.0,[AB 04|AB 37]-AB 65-AB 09
AB 09,AB 65,1,3,dental/coronal,velar/palatal,e,u,1,1,unknown,unclassified: AB 09(se) ↔ AB 65(ju),0.0,AB 65-[AB 09|AB 65]-AB 32
AB 09,AB 10,1,3,dental/coronal,vowel,e,u,1,1,unknown,unclassified: AB 09(se) ↔ AB 10(u),0.0,AB 65-[AB 09|AB 10]-AB 32
AB 09,AB 04,1,3,dental/coronal,dental/coronal,e,e,1,1,phonetic,"same vowel /e/, different consonant: AB 09(se) ↔ AB 04(te)",0.7,AB 65-[AB 09|AB 04]-AB 32
AB 09,AB 26,0,3,dental/coronal,dental/coronal,e,u,1,1,unknown,unclassified: AB 09(se) ↔ AB 26(ru),0.0,[AB 09|AB 26]-AB 32-AB 29
AB 24,AB 30,2,3,dental/coronal,dental/coronal,e,i,1,1,unknown,unclassified: AB 24(ne) ↔ AB 30(ni),0.0,AB 32-AB 29-[AB 24|AB 30]
AB 66,AB 03,0,3,?,labial,?,a,1,1,morphological,prefix/suffix substitution: AB 66(?) ↔ AB 03(pa),0.0,[AB 66|AB 03]-AB 12-AB 51
AB 66,AB 52,0,3,?,?,?,?,1,1,morphological,prefix/suffix substitution: AB 66(?) ↔ AB 52(?),0.0,[AB 66|AB 52]-AB 12-AB 51
AB 64,AB 51,2,3,?,dental/coronal,?,u,1,1,morphological,prefix/suffix substitution: AB 64(?) ↔ AB 51(du),0.0,AB 12-AB 51-[AB 64|AB 51]
AB 64,AB 47,2,3,?,dental/coronal,?,u,1,1,morphological,prefix/suffix substitution: AB 64(?) ↔ AB 47(nu),0.0,AB 12-AB 51-[AB 64|AB 47]
AB 51,AB 72,0,3,dental/coronal,?,u,?,1,1,morphological,prefix/suffix substitution: AB 51(du) ↔ AB 72(?),0.0,[AB 51|AB 72]-AB 64-AB 44
AB 64,AB 01,1,3,?,dental/coronal,?,a,1,1,unknown,unclassified: AB 64(?) ↔ AB 01(da),0.0,AB 51-[AB 64|AB 01]-AB 44
VASE 7,AB 23,2,3,?,dental/coronal,?,u,1,1,morphological,prefix/suffix substitution: VASE 7(?) ↔ AB 23(mu),0.0,AB 64-AB 44-[VASE 7|AB 23]
VASE 5,AB 07,1,3,?,dental/coronal,?,i,1,1,unknown,unclassified: VASE 5(?) ↔ AB 07(di),0.0,VASE 7-[VASE 5|AB 07]-AB 36
VASE 5,A 500,1,3,?,?,?,?,1,1,unknown,unclassified: VASE 5(?) ↔ A 500(?),0.0,VASE 7-[VASE 5|A 500]-AB 36
VASE 7,AB 62,0,3,?,?,?,?,1,1,morphological,prefix/suffix substitution: VASE 7(?) ↔ AB 62(?),0.0,[VASE 7|AB 62]-VASE 5-AB 36
AB 04,AB 02,2,3,dental/coronal,dental/coronal,e,o,1,1,unknown,unclassified: AB 04(te) ↔ AB 02(ro),0.0,AB 30-AB 65-[AB 04|AB 02]
AB 30,AB 04,0,3,dental/coronal,dental/coronal,i,e,1,1,unknown,unclassified: AB 30(ni) ↔ AB 04(te),0.0,[AB 30|AB 04]-AB 65-AB 04
AB 04,AB 08,2,3,dental/coronal,vowel,e,a,1,1,morphological,prefix/suffix substitution: AB 04(te) ↔ AB 08(a),0.0,AB 30-AB 65-[AB 04|AB 08]
AB 30,AB 21f,0,3,dental/coronal,?,i,?,1,1,morphological,prefix/suffix substitution: AB 30(ni) ↔ AB 21f(?),0.0,[AB 30|AB 21f]-AB 65-AB 04
AB 04,AB 07,1,3,dental/coronal,dental/coronal,e,i,1,1,phonetic,"same class (dental/coronal), different vowel: AB 04(te) ↔ AB 07(di)",0.5,AB 65-[AB 04|AB 07]-AB 07
AB 04,AB 10,1,3,dental/coronal,vowel,e,u,1,1,unknown,unclassified: AB 04(te) ↔ AB 10(u),0.0,AB 65-[AB 04|AB 10]-AB 07
AB 07,AB 24,2,3,dental/coronal,dental/coronal,i,e,1,1,unknown,unclassified: AB 07(di) ↔ AB 24(ne),0.0,AB 65-AB 04-[AB 07|AB 24]
AB 07,AB 32,2,3,dental/coronal,vowel,i,i,1,1,morphological,prefix/suffix substitution: AB 07(di) ↔ AB 32(i),0.0,AB 65-AB 04-[AB 07|AB 32]
AB 07,AB 51,2,3,dental/coronal,dental/coronal,i,u,1,1,unknown,unclassified: AB 07(di) ↔ AB 51(du),0.0,AB 65-AB 04-[AB 07|AB 51]
AB 65,AB 36,0,3,velar/palatal,velar/palatal,u,o,1,1,unknown,unclassified: AB 65(ju) ↔ AB 36(jo),0.0,[AB 65|AB 36]-AB 04-AB 07
AB 07,AB 57,1,3,dental/coronal,velar/palatal,i,a,1,1,unknown,unclassified: AB 07(di) ↔ AB 57(ja),0.0,AB 04-[AB 07|AB 57]-AB 62
AB 07,AB 53,1,3,dental/coronal,dental/coronal,i,i,1,1,phonetic,"same vowel /i/, different consonant: AB 07(di) ↔ AB 53(ri)",0.7,AB 04-[AB 07|AB 53]-AB 62
AB 62,AB 07,2,3,?,dental/coronal,?,i,1,1,morphological,prefix/suffix substitution: AB 62(?) ↔ AB 07(di),0.0,AB 04-AB 07-[AB 62|AB 07]
AB 04,AB 07,0,3,dental/coronal,dental/coronal,e,i,1,1,unknown,unclassified: AB 04(te) ↔ AB 07(di),0.0,[AB 04|AB 07]-AB 07-AB 62
AB 62,AB 37,1,3,?,?,?,?,1,1,unknown,unclassified: AB 62(?) ↔ AB 37(?),0.0,AB 07-[AB 62|AB 37]-AB 56
AB 62,AB 54,1,3,?,labial,?,a,1,1,unknown,unclassified: AB 62(?) ↔ AB 54(wa),0.0,AB 07-[AB 62|AB 54]-AB 56
AB 62,AB 04,1,3,?,dental/coronal,?,e,1,1,unknown,unclassified: AB 62(?) ↔ AB 04(te),0.0,AB 07-[AB 62|AB 04]-AB 56
AB 62,AB 01,1,3,?,dental/coronal,?,a,1,1,unknown,unclassified: AB 62(?) ↔ AB 01(da),0.0,AB 07-[AB 62|AB 01]-AB 56
AB 62,AB 45,1,3,?,dental/coronal,?,i,1,1,unknown,unclassified: AB 62(?) ↔ AB 45(ri),0.0,AB 07-[AB 62|AB 45]-AB 56
AB 56,AB 09,2,3,?,dental/coronal,?,e,1,1,morphological,prefix/suffix substitution: AB 56(?) ↔ AB 09(se),0.0,AB 07-AB 62-[AB 56|AB 09]
AB 86,MET H,2,3,?,?,o,?,1,1,morphological,prefix/suffix substitution: AB 86(lo) ↔ MET H(?),0.0,AB 30-AB 22f-[AB 86|MET H]
AB 86,MET G,2,3,?,?,o,?,1,1,morphological,prefix/suffix substitution: AB 86(lo) ↔ MET G(?),0.0,AB 30-AB 22f-[AB 86|MET G]
AB 86,AB 56,1,3,?,?,o,?,1,1,unknown,unclassified: AB 86(lo) ↔ AB 56(?),0.0,AB 22f-[AB 86|AB 56]-AB 52
AB 86,AB 36,1,3,?,velar/palatal,o,o,1,1,unknown,unclassified: AB 86(lo) ↔ AB 36(jo),0.0,AB 22f-[AB 86|AB 36]-AB 52
AB 56,AB 19,2,3,?,?,?,?,1,1,morphological,prefix/suffix substitution: AB 56(?) ↔ AB 19(?),0.0,AB 06-AB 63-[AB 56|AB 19]
AB 65,AB 66,2,3,velar/palatal,?,u,?,1,1,morphological,prefix/suffix substitution: AB 65(ju) ↔ AB 66(?),0.0,AB 56-AB 02-[AB 65|AB 66]
AB 65,AB 57,2,3,velar/palatal,velar/palatal,u,a,1,1,unknown,unclassified: AB 65(ju) ↔ AB 57(ja),0.0,AB 56-AB 02-[AB 65|AB 57]
AB 65,AB 10,2,3,velar/palatal,vowel,u,u,1,1,morphological,prefix/suffix substitution: AB 65(ju) ↔ AB 10(u),0.0,AB 56-AB 02-[AB 65|AB 10]
AB 02,AB 29,1,3,dental/coronal,dental/coronal,o,u,1,1,phonetic,"same class (dental/coronal), different vowel: AB 02(ro) ↔ AB 29(pu)",0.5,AB 56-[AB 02|AB 29]-AB 65
AB 02,VASE 7,1,3,dental/coronal,?,o,?,1,1,unknown,unclassified: AB 02(ro) ↔ VASE 7(?),0.0,AB 56-[AB 02|VASE 7]-AB 65
AB 65,AB 14,2,3,velar/palatal,dental/coronal,u,o,1,1,morphological,prefix/suffix substitution: AB 65(ju) ↔ AB 14(do),0.0,AB 56-AB 02-[AB 65|AB 14]
AB 02,AB 57,0,3,dental/coronal,velar/palatal,o,a,1,1,morphological,prefix/suffix substitution: AB 02(ro) ↔ AB 57(ja),0.0,[AB 02|AB 57]-AB 65-AB 24
AB 02,VASE 4,0,3,dental/coronal,?,o,?,1,1,morphological,prefix/suffix substitution: AB 02(ro) ↔ VASE 4(?),0.0,[AB 02|VASE 4]-AB 65-AB 24
AB 85,A 703,2,3,?,?,?,?,1,1,morphological,prefix/suffix substitution: AB 85(?) ↔ A 703(?),0.0,AB 65-AB 24-[AB 85|A 703]
AB 85,AB 45,2,3,?,dental/coronal,?,i,1,1,morphological,prefix/suffix substitution: AB 85(?) ↔ AB 45(ri),0.0,AB 65-AB 24-[AB 85|AB 45]
AB 85,AB 22f,1,3,?,?,?,?,1,1,unknown,unclassified: AB 85(?) ↔ AB 22f(?),0.0,AB 24-[AB 85|AB 22f]-AB 36
AB 85,AB 09,1,3,?,dental/coronal,?,e,1,1,unknown,unclassified: AB 85(?) ↔ AB 09(se),0.0,AB 24-[AB 85|AB 09]-AB 36
AB 85,A 726,0,3,?,?,?,?,1,1,morphological,prefix/suffix substitution: AB 85(?) ↔ A 726(?),0.0,[AB 85|A 726]-AB 36-AB 23
AB 85,AB 06,0,3,?,dental/coronal,?,a,1,1,morphological,prefix/suffix substitution: AB 85(?) ↔ AB 06(na),0.0,[AB 85|AB 06]-AB 36-AB 23
AB 85,AB 36,0,3,?,velar/palatal,?,o,1,1,morphological,prefix/suffix substitution: AB 85(?) ↔ AB 36(jo),0.0,[AB 85|AB 36]-AB 36-AB 23
AB 22f,AB 65,2,3,?,velar/palatal,?,u,1,1,morphological,prefix/suffix substitution: AB 22f(?) ↔ AB 65(ju),0.0,AB 36-AB 23-[AB 22f|AB 65]
AB 36,AB 01,0,3,velar/palatal,dental/coronal,o,a,1,1,morphological,prefix/suffix substitution: AB 36(jo) ↔ AB 01(da),0.0,[AB 36|AB 01]-AB 23-AB 22f
AB 23,AB 56,1,3,dental/coronal,?,u,?,1,1,unknown,unclassified: AB 23(mu) ↔ AB 56(?),0.0,AB 36-[AB 23|AB 56]-AB 22f
AB 23,AB 14,1,3,dental/coronal,dental/coronal,u,o,1,1,phonetic,"same class (dental/coronal), different vowel: AB 23(mu) ↔ AB 14(do)",0.5,AB 36-[AB 23|AB 14]-AB 22f
AB 22f,AB 26,2,3,?,dental/coronal,?,u,1,1,morphological,prefix/suffix substitution: AB 22f(?) ↔ AB 26(ru),0.0,AB 36-AB 23-[AB 22f|AB 26]
AB 57,AB 04,2,3,velar/palatal,dental/coronal,a,e,1,1,morphological,prefix/suffix substitution: AB 57(ja) ↔ AB 04(te),0.0,AB 23-AB 22f-[AB 57|AB 04]
AB 49,AB 89,2,3,?,labial,?,i,1,1,morphological,prefix/suffix substitution: AB 49(?) ↔ AB 89(mi),0.0,AB 63-AB 45-[AB 49|AB 89]
AB 63,AB 08,0,3,velar/palatal,vowel,e,a,1,1,morphological,prefix/suffix substitution: AB 63(ke) ↔ AB 08(a),0.0,[AB 63|AB 08]-AB 45-AB 49
AB 63,AB 47,0,3,velar/palatal,dental/coronal,e,u,1,1,morphological,prefix/suffix substitution: AB 63(ke) ↔ AB 47(nu),0.0,[AB 63|AB 47]-AB 45-AB 49
AB 45,AB 32,1,3,dental/coronal,vowel,i,i,1,1,unknown,unclassified: AB 45(ri) ↔ AB 32(i),0.0,AB 63-[AB 45|AB 32]-AB 49
AB 49,AB 96,1,3,?,?,?,?,1,1,unknown,unclassified: AB 49(?) ↔ AB 96(?),0.0,AB 45-[AB 49|AB 96]-AB 26
AB 45,AB 52,0,3,dental/coronal,?,i,?,1,1,morphological,prefix/suffix substitution: AB 45(ri) ↔ AB 52(?),0.0,[AB 45|AB 52]-AB 49-AB 26
AB 49,AB 04,1,3,?,dental/coronal,?,e,1,1,unknown,unclassified: AB 49(?) ↔ AB 04(te),0.0,AB 45-[AB 49|AB 04]-AB 26
AB 45,AB 46,0,3,dental/coronal,?,i,?,1,1,morphological,prefix/suffix substitution: AB 45(ri) ↔ AB 46(?),0.0,[AB 45|AB 46]-AB 49-AB 26
AB 45,AB 49,0,3,dental/coronal,?,i,?,1,1,morphological,prefix/suffix substitution: AB 45(ri) ↔ AB 49(?),0.0,[AB 45|AB 49]-AB 49-AB 26
AB 49,A 400,1,3,?,?,?,?,1,1,unknown,unclassified: AB 49(?) ↔ A 400(?),0.0,AB 45-[AB 49|A 400]-AB 26
